p (mbar),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),T (degC)
983.63,97.3,8.48,8.25,0.23,5.23,8.38,1229.83,0.87,1.68,139.4,4.58
984.38,98.2,8.54,8.39,0.15,5.32,8.52,1230.23,1.26,2.04,207.5,4.69
984.55,98.3,8.61,8.46,0.15,5.36,8.6,1229.89,1.17,1.92,231.6,4.8
984.32,98.9,8.74,8.65,0.1,5.48,8.78,1228.55,1.26,1.96,205.7,5.02
983.47,99.4,8.99,8.94,0.05,5.67,9.09,1225.58,1.54,2.16,207.6,5.42
983.18,99.7,9.33,9.3,0.03,5.91,9.46,1222.68,1.49,2.54,184.8,5.96
983.3,99.9,9.67,9.66,0.01,6.13,9.82,1220.46,2.11,3.72,168.3,6.47
983.24,100,10.06,10.06,0,6.39,10.23,1217.69,1.54,2.28,137.1,7.04
983.65,98.6,10.65,10.5,0.15,6.67,10.68,1214.35,0.76,1.52,83.3,7.88
984.43,94.8,11.73,11.12,0.61,7.06,11.29,1208.92,1.82,3.72,260.5,9.3
985.05,92.3,11.32,10.45,0.87,6.63,10.61,1212.23,1.08,2.36,122.6,8.78
985.24,98.6,10.65,10.5,0.15,6.66,10.66,1216.32,0.77,1.4,151.1,7.88
985.31,97.4,10.96,10.68,0.28,6.77,10.83,1214.51,0.5,1.2,145.2,8.3
984.94,93.8,11.55,10.83,0.72,6.87,11,1210.67,3.79,5.01,209.7,9.07
984.84,90.9,11.94,10.86,1.09,6.89,11.02,1208.4,3.89,6.73,204.5,9.57
985.86,90.6,12.27,11.12,1.15,7.04,11.28,1207.82,2.23,3.52,223.9,9.97
986.52,87.9,12.55,11.03,1.52,6.99,11.18,1207.22,3.05,5.47,216.3,10.31
986.69,81.7,13.06,10.67,2.39,6.76,10.82,1205.05,2.29,4.2,208.1,10.91
986.07,70.8,14.03,9.94,4.1,6.29,10.08,1200.07,7.81,10.69,218.9,11.99
986.15,70.5,13.98,9.86,4.12,6.24,9.99,1200.46,2.92,4.6,208.8,11.93
986.3,75.3,12.79,9.63,3.16,6.1,9.76,1206.41,4.59,7.69,213.7,10.59
986.52,76.7,12.26,9.4,2.86,5.95,9.53,1209.47,3.81,6.25,219,9.96
986.56,78.9,12.02,9.48,2.54,6,9.61,1210.77,4.29,6.73,215.8,9.66
986.36,80.2,11.6,9.31,2.3,5.89,9.43,1212.84,4.97,6.53,216.3,9.14
986.09,79.5,11.16,8.87,2.29,5.62,9,1215.16,0.69,1.48,221.4,8.57
985.7,75.2,11.47,8.63,2.84,5.46,8.75,1213.07,5.86,8.51,214.2,8.97
986.19,76.4,11.38,8.69,2.68,5.5,8.81,1214.16,2.96,4,204.8,8.85
988.29,90.9,10.12,9.2,0.92,5.81,9.31,1223.94,2.91,4.53,257.8,7.14
989.75,86.8,10.11,8.78,1.33,5.53,8.87,1226.04,2.57,4.93,245,7.12
991.79,82.6,9.91,8.19,1.72,5.15,8.26,1230.11,1.16,2.48,230.1,6.83
993.49,79.2,9.8,7.76,2.04,4.87,7.81,1233.17,1.93,4.77,231.8,6.66
994.77,73.4,10.77,7.91,2.87,4.96,7.95,1228.6,3.67,6.81,234.5,8.05
995.71,70.8,11.26,7.97,3.29,5,8.01,1226.91,3.36,6.49,235.9,8.7
995.89,71.7,10.94,7.84,3.1,4.91,7.87,1229.07,2.11,3.64,227.8,8.27
996.57,69.8,10.92,7.62,3.3,4.77,7.65,1230.14,1.04,4.48,259.4,8.24
996.75,72.6,10.46,7.6,2.87,4.75,7.62,1233.09,2.73,3.88,197,7.62
997.47,75.4,10.42,7.86,2.56,4.91,7.88,1234.13,3.87,5.63,212.4,7.56
997.33,73.4,10.6,7.78,2.82,4.87,7.8,1232.89,5,7.81,205.3,7.81
997.62,74.6,10.54,7.86,2.68,4.92,7.88,1233.56,4.78,6.41,207,7.73
996.81,77.2,10.15,7.83,2.31,4.9,7.86,1235.03,4.37,6.77,212.4,7.17
996.22,80.3,9.66,7.76,1.9,4.86,7.79,1237.46,2.59,4.4,160.6,6.46
997.07,77.2,9.88,7.63,2.25,4.77,7.65,1237.13,2.67,3.2,203.1,6.79
997.74,77.1,9.81,7.56,2.25,4.73,7.58,1238.48,2.62,3.1,212.7,6.68
998.06,81.1,9.11,7.39,1.72,4.62,7.41,1243.67,0.94,1.64,201.1,5.62
998.46,82.4,8.84,7.28,1.56,4.55,7.29,1246.22,2.81,3.36,213.8,5.18
998.77,84.1,8.63,7.26,1.37,4.53,7.27,1248.1,1.16,2.24,154.3,4.84
999.01,74.2,10.23,7.59,2.64,4.74,7.6,1237.36,1.69,3.12,193,7.29
998.92,64.54,11.81,7.62,4.19,4.76,7.63,1227.99,2.74,4.3,210.3,9.4
998.56,63.13,11.93,7.53,4.4,4.7,7.54,1226.94,2.73,4.24,189.7,9.55
999,71,10.35,7.35,3,4.59,7.36,1236.7,3.1,4.28,163.8,7.46
999.29,81.4,8.46,6.89,1.57,4.3,6.89,1250.23,1.75,2.92,178.1,4.56
999.43,87.5,7.5,6.57,0.94,4.1,6.57,1258.25,1.58,2.4,178,2.86
999.2,90.7,7.24,6.57,0.67,4.1,6.57,1260.22,0.49,1.36,129.8,2.36
999.05,94.9,6.55,6.22,0.33,3.88,6.23,1266.58,1.35,1.72,191.5,0.97
998.74,96.5,6.02,5.8,0.21,3.62,5.81,1271.87,1.26,2.28,149.7,-0.21
998.64,98.6,5.66,5.58,0.08,3.48,5.59,1275.72,0.52,1.36,195.6,-1.04
998.65,99.3,5.67,5.63,0.04,3.51,5.64,1275.64,0.57,1.16,194.4,-1.02
998.42,99.4,5.38,5.35,0.03,3.34,5.36,1278.77,0.8,1.48,141.2,-1.72
997.61,99.5,5.31,5.28,0.03,3.3,5.3,1278.61,1.7,2.76,185.9,-1.9
997.84,99.5,5.23,5.2,0.03,3.25,5.21,1279.94,1.52,1.92,211.2,-2.11
997.87,99.4,5.41,5.38,0.03,3.36,5.39,1277.74,1.04,2.32,193,-1.66
997.12,98.4,6.99,6.88,0.11,4.3,6.9,1259.73,0.87,2.12,149.6,1.86
996.19,81.3,10.35,8.41,1.94,5.27,8.45,1232.71,0.33,0.84,90.8,7.46
995.79,69.92,11.3,7.9,3.4,4.95,7.93,1226.82,0.91,1.16,23.51,8.75
995.86,83.2,9.28,7.72,1.56,4.84,7.76,1239.6,0.21,0.64,64.95,5.88
996.01,89.8,7.78,6.99,0.79,4.38,7.02,1251.41,1.16,1.8,201.2,3.37
996.07,90.1,7.36,6.63,0.73,4.15,6.66,1255.21,2.01,3.24,186.7,2.59
995.99,90.5,7.1,6.43,0.67,4.03,6.46,1257.46,1.54,2.36,196.5,2.09
996.29,90.6,7.46,6.76,0.7,4.23,6.78,1254.59,1.72,3.14,169.7,2.77
996.11,89.4,7.84,7.01,0.83,4.39,7.04,1251.05,0.98,1.8,197.6,3.47
996.38,85.6,8.95,7.66,1.29,4.8,7.69,1242.63,1.24,2.32,200.1,5.36
996.23,86.7,9.19,7.97,1.22,4.99,8,1240.58,4.05,5.57,197.8,5.74
996.24,85.3,8.79,7.5,1.29,4.69,7.53,1243.67,3.01,4.2,207.8,5.1
996.6,82.8,8.83,7.31,1.52,4.58,7.34,1243.89,3.86,4.53,216.2,5.17
996.17,79.3,9.46,7.5,1.96,4.7,7.53,1238.85,3.32,5.41,199.7,6.16
996.49,76.8,10.08,7.74,2.34,4.84,7.77,1235.13,4.25,6.77,216.5,7.07
995.71,74.2,10.37,7.69,2.68,4.82,7.73,1232.32,4.64,6.93,209.7,7.49
995.21,72.3,10.67,7.71,2.95,4.83,7.75,1229.91,3.94,6.49,209,7.9
995.14,76.3,10.06,7.67,2.38,4.81,7.71,1233.6,4.78,6.81,223,7.04
995.26,80.3,9.5,7.63,1.87,4.78,7.66,1237.44,1.16,1.84,200.2,6.21
994.85,85.4,8.55,7.3,1.25,4.58,7.34,1243.8,2.97,3.52,243.8,4.7
994.78,88.1,8.47,7.46,1.01,4.68,7.5,1244.23,1.2,1.94,181.7,4.57
994.68,90,8.21,7.39,0.82,4.63,7.43,1246.11,0.47,1.06,142.9,4.13
995.96,92.3,7.25,6.69,0.56,4.19,6.72,1256,3.45,5.01,18.67,2.38
997.2,94.7,6.49,6.14,0.34,3.84,6.16,1264.92,1.78,3.24,250.7,0.83
997.66,93.9,6.65,6.24,0.41,3.9,6.26,1263.89,1.73,4,273.8,1.17
998.15,94.6,6.63,6.27,0.36,3.92,6.28,1264.71,0.83,1.56,251.7,1.13
998.26,93.7,6.78,6.36,0.43,3.97,6.37,1263.33,1.54,2.72,255.4,1.45
998.89,93.8,6.64,6.23,0.41,3.89,6.24,1265.54,1.97,3.85,257.4,1.15
999.51,89,6.82,6.07,0.75,3.79,6.08,1264.66,2.13,3.97,265.2,1.53
999.09,87.6,7.12,6.24,0.88,3.89,6.24,1261.34,0.79,1.8,260.4,2.12
998.56,78.6,7.32,5.76,1.57,3.59,5.77,1259.08,1.33,3.74,269,2.52
998.58,82.4,7.06,5.82,1.24,3.63,5.83,1261.39,0.61,1.38,291.3,2.01
998.72,90.8,6.35,5.77,0.58,3.6,5.78,1268.36,1.68,2.16,251.5,0.54
998.59,86.7,6.43,5.58,0.86,3.48,5.58,1267.52,2.13,3.36,257.3,0.71
998.56,91.2,6.25,5.7,0.55,3.56,5.7,1269.29,2.03,3.36,256.9,0.31
998.34,92.4,6.07,5.61,0.46,3.5,5.62,1270.83,1.11,1.96,200.6,-0.08
998.02,91.7,6.21,5.7,0.52,3.56,5.71,1268.92,2.15,3.04,255.8,0.24
997.85,92.9,6.16,5.72,0.44,3.57,5.73,1269.3,1.28,2.08,243.2,0.11
997.7,93.5,6.06,5.67,0.39,3.54,5.68,1270.13,0.94,1.6,97.1,-0.11
997.68,92.7,6.02,5.58,0.44,3.49,5.59,1270.56,0.93,1.6,232.3,-0.2
997.82,92.1,6.01,5.53,0.47,3.46,5.54,1270.92,1.69,2.4,243.1,-0.23
998.53,92,6.02,5.53,0.48,3.45,5.54,1271.73,0.8,1.98,236.5,-0.21
998.86,90.3,6.23,5.63,0.6,3.51,5.63,1269.85,0.79,1.88,242.9,0.28
999.37,87.2,6.31,5.5,0.81,3.43,5.5,1269.77,1.67,3.93,18.51,0.44
999.59,85.4,5.99,5.11,0.87,3.19,5.11,1273.6,3.47,5.37,21.51,-0.28
1000.22,84.8,5.57,4.73,0.85,2.95,4.73,1279.14,4.06,6.33,20.95,-1.25
1001,86.6,5.5,4.76,0.74,2.97,4.76,1280.96,1.96,3.57,19.33,-1.43
1001.74,81.5,5.5,4.48,1.02,2.79,4.47,1282.1,3.01,4.49,20.5,-1.44
1002.37,82.9,5.42,4.49,0.93,2.79,4.48,1283.82,3.31,4.89,24.94,-1.63
1003.26,83,5.33,4.42,0.91,2.74,4.41,1286.1,2.84,4.43,22.42,-1.87
1003.89,87.8,5.3,4.66,0.65,2.89,4.64,1287.05,1.92,3.55,42.59,-1.92
1004.11,84.4,5.38,4.54,0.84,2.82,4.52,1286.47,1.73,2.92,29.04,-1.72
1004.48,85.1,5.32,4.53,0.79,2.81,4.51,1287.62,1.31,3.08,34.7,-1.87
1004.52,84.9,5.18,4.4,0.78,2.73,4.38,1289.49,2.61,3.93,21.29,-2.23
1004.76,75.9,5.13,3.89,1.24,2.41,3.88,1290.67,2.69,3.97,23.93,-2.37
1005.22,74.1,5.09,3.77,1.32,2.34,3.75,1291.85,2.67,4.21,24.38,-2.48
1005.71,77.6,5.11,3.96,1.14,2.46,3.94,1292.13,1.83,2.88,21.2,-2.42
1005.82,70.7,5.32,3.76,1.56,2.33,3.74,1289.77,1.12,2.56,17.35,-1.88
1005.34,72.9,5.4,3.93,1.46,2.44,3.91,1288.14,0.76,1.64,281.1,-1.68
1005.09,78.5,5.22,4.1,1.12,2.54,4.08,1289.85,1.13,3.49,315.2,-2.13
1004.73,78.1,5.28,4.12,1.16,2.56,4.1,1288.71,0.89,2.28,318.5,-1.99
1005.22,81.4,5.13,4.18,0.95,2.59,4.16,1291.11,1.33,2.28,20.52,-2.36
1005.27,85.5,5.11,4.36,0.74,2.71,4.34,1291.42,0.7,1.4,112,-2.43
1005.42,89.6,5.08,4.55,0.53,2.82,4.53,1291.84,0.71,1.68,189.3,-2.5
1005.22,87.9,5.16,4.54,0.62,2.81,4.51,1290.59,0.71,2.12,65.79,-2.29
1005.22,88.5,5.12,4.53,0.59,2.81,4.51,1291.1,0.49,0.88,342.6,-2.4
1004.85,88.2,5.2,4.59,0.61,2.84,4.56,1289.6,0.4,0.92,14.51,-2.19
1004.47,89.3,5.1,4.56,0.55,2.83,4.54,1290.3,1.21,2.4,26.24,-2.43
1004.23,88.7,5.03,4.46,0.57,2.77,4.44,1290.98,1.44,1.92,21.48,-2.63
1004.22,92.2,4.96,4.57,0.39,2.84,4.55,1291.81,1.29,1.8,65.32,-2.82
1003.97,89.2,5.04,4.5,0.54,2.79,4.48,1290.49,0.47,1,81.8,-2.6
1003.69,81.9,5.42,4.44,0.98,2.76,4.43,1285.48,0.81,1.36,232.5,-1.62
1003.62,68,5.6,3.81,1.79,2.37,3.8,1283.6,2.27,3.04,204.1,-1.17
1002.59,62.58,6.02,3.77,2.25,2.34,3.76,1277.74,2.48,3.54,220.8,-0.21
1001.97,62.22,6.32,3.94,2.39,2.45,3.93,1273.69,1.58,2.36,207.7,0.48
1001.4,71.8,5.33,3.82,1.5,2.38,3.82,1283.99,1.53,1.88,242.7,-1.86
1001.73,76.6,4.89,3.75,1.14,2.33,3.74,1289.91,0.63,1.24,234.2,-3.01
1001.42,81.7,4.61,3.77,0.84,2.34,3.76,1293.27,1.6,2,236,-3.8
1000.92,87.8,4.35,3.82,0.53,2.37,3.81,1296.34,1.24,1.68,222.7,-4.58
1000.64,90.1,4.24,3.82,0.42,2.38,3.82,1297.57,0.78,1.58,199.2,-4.91
999.94,92.1,4.31,3.97,0.34,2.47,3.97,1295.49,0.77,1.16,210.6,-4.68
999.11,93.2,4.47,4.17,0.3,2.6,4.17,1291.98,0.98,1.48,197.7,-4.19
998.2,92.7,4.55,4.22,0.33,2.63,4.23,1289.69,1.44,1.88,227.3,-3.97
997.85,93.3,4.75,4.43,0.32,2.77,4.44,1286.39,0.59,1.16,206.5,-3.39
997.36,94.6,4.9,4.64,0.26,2.9,4.65,1283.71,0.73,1.44,169.6,-2.98
997.22,93,5.65,5.25,0.4,3.28,5.27,1274.21,0.97,2.86,217.8,-1.07
997.04,80.5,6.61,5.32,1.29,3.33,5.34,1263.94,1.33,3.52,260.9,1.09
996.34,80.8,6.56,5.3,1.26,3.32,5.32,1263.51,1.24,2.24,245.6,0.99
996.05,82.7,6.52,5.39,1.13,3.37,5.41,1263.49,1.66,2.72,262.8,0.9
996.25,86.4,6.41,5.54,0.87,3.46,5.56,1264.79,1.08,2.44,263.6,0.66
996.12,88.8,6.32,5.61,0.71,3.51,5.63,1265.46,1.98,2.64,249.3,0.47
996.38,91.4,6.36,5.81,0.55,3.64,5.83,1265.29,1.04,1.96,260.7,0.56
996.03,92.9,6.27,5.83,0.45,3.65,5.85,1265.72,1.3,2.14,256.4,0.37
995.68,93.2,6.27,5.85,0.43,3.66,5.87,1265.26,1.47,4.29,250.8,0.37
995.17,94.4,6.18,5.83,0.35,3.65,5.86,1265.59,1.24,2.72,253.7,0.16
994.75,95.8,6.15,5.9,0.26,3.69,5.93,1265.28,1.87,3.24,252.2,0.1
994.47,95.4,6.25,5.96,0.29,3.74,5.99,1263.93,2.25,3.77,246.6,0.31
994.41,95.2,6.24,5.94,0.3,3.72,5.97,1263.99,1.85,3.73,241.6,0.29
994.79,95,6.21,5.9,0.31,3.7,5.93,1264.77,1.48,3.32,267.4,0.23
995.01,94.8,6.25,5.92,0.32,3.71,5.95,1264.65,1.43,2.52,266.8,0.31
995.13,94.2,6.31,5.94,0.37,3.72,5.97,1264.17,1.32,2.76,267.6,0.44
994.45,93.3,6.44,6.01,0.43,3.77,6.04,1261.97,0.74,1.48,347.5,0.73
993.44,94.4,6.76,6.38,0.38,4,6.42,1257.44,0.32,0.72,80.7,1.39
993.3,93.1,6.44,5.99,0.44,3.76,6.03,1260.55,1.17,3.92,227,0.72
992.9,93.1,6.43,5.98,0.44,3.76,6.03,1260.14,0.62,1.32,202,0.7
992.69,91.9,6.41,5.89,0.52,3.7,5.93,1260.07,1.94,4.53,229.6,0.66
992.21,92.8,6.37,5.91,0.46,3.71,5.96,1259.85,3.35,4.89,257.6,0.58
991.37,94.7,6.28,5.95,0.33,3.74,6,1259.66,1.8,2.9,224.8,0.38
990.71,91.6,6.49,5.95,0.55,3.74,6,1256.72,3.42,4.73,251.8,0.84
989.51,91.3,6.38,5.82,0.55,3.67,5.88,1256.4,0.99,1.5,233.8,0.59
988.13,88.9,6.4,5.69,0.71,3.59,5.75,1254.51,1.48,2.56,216,0.63
986.83,87.9,6.57,5.78,0.8,3.65,5.85,1251.11,2.12,4.25,247.1,1.01
985.05,83.2,6.62,5.51,1.11,3.48,5.59,1248.52,4.33,6.89,215.3,1.11
983.79,83.2,6.75,5.61,1.13,3.56,5.71,1245.65,3.13,5.73,207.5,1.38
981.99,89.8,6.46,5.8,0.66,3.68,5.91,1246.03,4.13,5.49,203,0.77
980.38,81.8,6.98,5.71,1.27,3.63,5.83,1239.12,5.68,8.37,214.3,1.85
978.85,86.1,6.92,5.96,0.96,3.8,6.09,1237.61,5.51,7.33,208.8,1.73
978.9,85.5,6.72,5.74,0.97,3.66,5.87,1239.66,2.06,4.53,250.5,1.31
978.53,85.6,6.48,5.55,0.93,3.54,5.67,1241.5,2.72,5.49,256,0.82
978.27,84.4,6.52,5.51,1.02,3.51,5.63,1240.82,2.65,4.21,257.5,0.91
978,90.9,6.23,5.67,0.57,3.61,5.79,1243.24,1.87,3.67,261.7,0.28
978.04,92.4,6.26,5.79,0.48,3.69,5.92,1242.94,2.8,4.97,262.8,0.34
978.25,92.2,6.42,5.92,0.5,3.77,6.05,1241.57,3.26,6.29,258.8,0.69
978.57,90.7,6.56,5.95,0.61,3.79,6.08,1240.67,3.01,4.77,261.9,0.98
978.84,94,6.28,5.9,0.38,3.76,6.03,1243.76,2.12,4.09,268.5,0.38
979.64,91.9,6.21,5.71,0.5,3.63,5.83,1245.51,2.44,4.89,260.1,0.24
979.82,90,6.2,5.58,0.62,3.55,5.69,1245.96,1.25,2.16,91.2,0.2
980.32,85.2,6.04,5.15,0.89,3.27,5.25,1248.42,0.79,1.44,250.6,-0.15
981.07,88.8,6.01,5.33,0.67,3.39,5.44,1249.62,1.75,2.62,258.6,-0.23
981.82,78,6.13,4.78,1.35,3.04,4.87,1249.54,1.4,2.88,264.3,0.06
981.58,69.71,6.67,4.65,2.02,2.95,4.73,1244.08,1.86,3.6,283.4,1.21
981.63,77,6.25,4.81,1.44,3.05,4.9,1248.13,2.16,4.08,17.11,0.31
982.47,78.5,6.21,4.88,1.34,3.09,4.96,1249.52,1.21,2.08,15.99,0.24
983.72,81,6.17,5,1.17,3.16,5.08,1251.52,0.45,0.92,331.5,0.13
984.66,86.9,6.09,5.29,0.8,3.35,5.37,1253.4,0.52,0.96,347.9,-0.05
985.68,96.7,5.84,5.64,0.19,3.57,5.73,1257.17,0.4,0.8,109.8,-0.62
986.6,96.5,5.66,5.47,0.2,3.45,5.54,1260.32,3.29,4.85,26.74,-1.03
987.23,96.5,5.47,5.28,0.19,3.33,5.34,1263.45,4.36,6.25,27.85,-1.51
988.01,95.5,5.17,4.94,0.23,3.11,5,1268.14,5.24,7.43,27.39,-2.26
988.93,93.2,4.98,4.64,0.34,2.93,4.7,1271.78,4.26,6.25,44.34,-2.76
989.86,89.7,5.03,4.51,0.52,2.84,4.56,1272.44,3.06,4.45,27.02,-2.63
990.71,87.6,4.83,4.23,0.6,2.66,4.27,1276.26,3.2,5.01,25.55,-3.18
991.89,88,4.85,4.27,0.58,2.68,4.3,1277.46,3.49,4.73,31.87,-3.11
992.8,84.4,4.79,4.04,0.75,2.54,4.07,1279.54,2.5,3.73,22.89,-3.28
992.85,76,4.91,3.73,1.18,2.34,3.76,1278.27,4.79,7.33,39.07,-2.97
993.05,74.7,5.11,3.82,1.29,2.4,3.85,1275.87,3.89,5.43,48.42,-2.41
993.42,79.3,5.07,4.02,1.05,2.52,4.05,1276.78,2.64,3.77,40.31,-2.53
994.08,87.3,4.98,4.35,0.63,2.73,4.38,1278.57,3.41,5.09,46.37,-2.76
994.87,82.5,4.93,4.07,0.86,2.55,4.09,1280.36,3.84,5.49,58.72,-2.89
995.65,82.5,4.94,4.08,0.87,2.55,4.1,1281.22,2.61,4.65,57.02,-2.86
996.48,79.5,4.86,3.86,1,2.41,3.88,1283.49,3.93,5.39,60.09,-3.09
996.74,78.7,4.67,3.68,1,2.3,3.69,1286.42,3.83,5.61,55.44,-3.62
997.05,76.7,4.58,3.51,1.07,2.2,3.52,1288.12,2.99,4.49,43.9,-3.88
997.09,80.5,4.46,3.59,0.87,2.24,3.6,1289.84,3.82,5.75,19.24,-4.23
997.25,83.6,4.58,3.83,0.75,2.39,3.84,1288.29,2.4,3.57,59.09,-3.89
997.12,88.5,4.64,4.11,0.53,2.57,4.12,1287.07,4.2,5.45,35.8,-3.7
997.49,89.3,4.76,4.25,0.51,2.66,4.26,1285.89,5.72,7.69,45.11,-3.36
997.83,85.6,4.94,4.23,0.71,2.64,4.24,1284,5.74,8.09,38.71,-2.87
997.99,82.3,5.16,4.25,0.91,2.65,4.26,1281.39,4.45,6.93,56.9,-2.28
997.49,77.4,5.56,4.3,1.26,2.69,4.31,1276.04,4.05,5.33,55.3,-1.29
997.06,75.2,5.75,4.32,1.42,2.7,4.33,1273.36,4.37,6.13,56.08,-0.84
997.22,76.7,5.49,4.21,1.28,2.63,4.22,1276.55,4.01,6.25,45.86,-1.46
997.36,81.3,5.09,4.14,0.95,2.59,4.15,1281.48,2.22,3.85,54.52,-2.46
997.32,81.6,4.86,3.96,0.89,2.48,3.97,1284.55,1.43,2.48,41.8,-3.1
997.11,82,4.65,3.81,0.84,2.38,3.83,1287.08,0.95,2.52,47.5,-3.67
996.79,86.2,4.23,3.65,0.58,2.28,3.66,1292.72,0.55,1.04,59.55,-4.92
996.36,90.1,3.91,3.52,0.39,2.2,3.54,1297.23,0.26,0.68,256.6,-5.95
996.07,93.6,3.51,3.28,0.22,2.05,3.3,1303.84,0.8,1.12,231.9,-7.36
995.64,93.1,3.3,3.07,0.23,1.92,3.08,1307.31,0.68,1.32,14.27,-8.16
995.15,93.3,3.19,2.98,0.21,1.86,2.99,1308.73,0.21,0.44,51.02,-8.57
995.06,92.7,2.93,2.72,0.21,1.7,2.73,1314.11,0.54,1.2,246.8,-9.65
995.21,94.4,3.16,2.99,0.18,1.87,3,1309.41,0.7,1.24,179.5,-8.69
994.89,81.7,3.97,3.25,0.73,2.03,3.26,1294.45,0.73,1.24,138.2,-5.75
993.98,71.4,4.99,3.56,1.43,2.23,3.59,1278.71,0.7,1.52,84.7,-2.73
992.77,62.76,5.49,3.45,2.05,2.16,3.47,1271.13,1.24,1.92,57.37,-1.44
992.14,67.98,5.51,3.75,1.77,2.35,3.78,1269.94,2.97,4.2,20.23,-1.39
992.41,79.9,4.73,3.78,0.95,2.37,3.81,1280.03,1.82,2.32,15.04,-3.46
992.56,86.6,4.36,3.77,0.58,2.37,3.8,1285.38,0.9,1.72,359.1,-4.55
993,91.6,3.96,3.62,0.33,2.27,3.65,1292.11,0.58,0.96,54.15,-5.81
992.96,94.1,3.7,3.48,0.22,2.18,3.5,1296.38,0.33,0.52,65.88,-6.69
993.15,95.1,3.48,3.31,0.17,2.08,3.34,1300.44,1.01,1.8,301.9,-7.45
993.35,95.6,3.39,3.24,0.15,2.03,3.27,1302.39,1.61,2.68,28.36,-7.79
993.11,95.5,3.63,3.46,0.16,2.17,3.49,1297.77,1.45,2.2,154.1,-6.93
993.07,95.6,3.6,3.44,0.16,2.16,3.47,1298.21,0.66,1.72,168.1,-7.03
993.41,95.8,3.7,3.54,0.16,2.22,3.57,1296.89,2.54,3.24,27.48,-6.68
994.14,96,3.75,3.6,0.15,2.25,3.62,1297.01,1.62,2.88,58.46,-6.51
994.69,95.6,3.77,3.61,0.17,2.26,3.63,1297.25,1.37,2.04,76.2,-6.42
994.39,94.1,3.93,3.7,0.23,2.32,3.72,1294.23,1.12,1.8,96.7,-5.88
993.97,88,4.17,3.67,0.5,2.3,3.69,1290.07,1.15,1.88,75.2,-5.13
993.92,88.9,4.16,3.69,0.46,2.32,3.72,1290.14,2.14,3.16,60.88,-5.16
994.28,90.1,4.07,3.67,0.4,2.3,3.69,1291.87,2.58,3.41,47.46,-5.42
995.02,91.4,4.03,3.68,0.35,2.3,3.7,1293.57,1.49,2.28,50.79,-5.57
995.43,90.7,3.94,3.57,0.37,2.24,3.59,1295.54,1.92,2.48,71.3,-5.86
996.04,90.8,3.74,3.4,0.34,2.12,3.41,1299.68,2.56,3.65,46.04,-6.53
996.24,91.4,3.72,3.4,0.32,2.13,3.41,1300.29,1.69,2.64,24.97,-6.6
996.12,89.4,3.74,3.35,0.4,2.09,3.36,1299.81,0.92,1.52,95.1,-6.53
996.02,89.5,3.63,3.25,0.38,2.03,3.26,1301.68,1.31,1.8,165,-6.93
995.71,91.4,3.52,3.22,0.3,2.01,3.23,1303.14,1.13,1.68,275.6,-7.31
995.83,91.1,3.47,3.16,0.31,1.98,3.18,1304.21,1.23,1.72,237,-7.49
996.33,92,3.37,3.1,0.27,1.94,3.11,1306.77,1.06,1.72,117.7,-7.87
997.11,91.4,3.28,3,0.28,1.87,3.01,1309.58,2.19,2.76,211.9,-8.22
997.37,82.8,3.73,3.09,0.64,1.93,3.1,1301.73,2.57,4.05,226.7,-6.56
997,77.9,4.38,3.41,0.97,2.13,3.42,1290.93,2.09,2.92,228.1,-4.47
996.57,76.7,4.83,3.7,1.12,2.31,3.71,1284.13,1.59,2.84,297.7,-3.19
996.99,81.3,4.36,3.55,0.82,2.22,3.56,1291.12,2.67,3.34,309.7,-4.52
997.6,89.4,3.77,3.37,0.4,2.1,3.38,1301.33,2.84,3.81,337.1,-6.45
998.34,92.3,3.87,3.57,0.3,2.23,3.58,1300.43,0.42,0.88,357.1,-6.09
998.7,92.6,3.66,3.39,0.27,2.11,3.39,1304.59,1.71,2.68,242.1,-6.82
998.58,94,3.52,3.31,0.21,2.07,3.32,1306.87,0.84,1.88,257.2,-7.31
998.55,92.1,3.65,3.36,0.29,2.1,3.37,1304.51,1.07,2.28,222.9,-6.84
998.34,94,3.51,3.3,0.21,2.06,3.3,1306.85,1.5,2.2,237.2,-7.37
998.56,95.2,3.31,3.15,0.16,1.97,3.16,1310.81,2.26,3.2,212.2,-8.1
998.34,95.2,3.29,3.13,0.16,1.95,3.13,1311.03,1.4,2,227,-8.2
998.3,93.6,3.29,3.08,0.21,1.92,3.09,1310.85,1.93,2.48,45.11,-8.17
998.64,93.2,3.3,3.07,0.22,1.92,3.08,1311.25,2.01,3.69,218.6,-8.16
998.61,84.6,3.43,2.9,0.53,1.81,2.91,1308.73,1.23,2.26,215.5,-7.64
997.92,73.4,4.54,3.33,1.21,2.08,3.34,1289.89,1.67,2.72,179,-3.99
996.55,71.8,5.43,3.9,1.53,2.44,3.92,1276.46,1.83,2.88,221.5,-1.59
995.94,65.94,6.25,4.12,2.13,2.58,4.14,1266.65,1.84,2.76,220.5,0.32
996.38,77.4,5.24,4.06,1.19,2.54,4.07,1278.42,1.95,2.24,238.3,-2.07
997.19,74.6,4.58,3.42,1.16,2.13,3.43,1288.39,2.29,2.72,234.9,-3.88
997.36,73.6,3.98,2.93,1.05,1.83,2.94,1297.77,1.65,2.2,240.6,-5.74
